id,subject,chapter,source,answer,analysis_state,answerStatus,analysisSource,analysisImagesCount,missingImage,officialAnswerMismatch,stem
COMP-0644,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,3. Internet是由网络路由器和通信线路连接的，基于通信协议 OSI 参考模型构成的当今信息社会的基础结构。
COMP-0645,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,4. OSI参考模型从下到上依次是物理层、数据链路层、网络层、传输层、会话层、表示层、应用层。
COMP-0646,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,5. 发送电子邮件前不能确知电子邮件是否能够送达。
COMP-0647,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,6. 带宽指信道所能传送的信号的频率宽度，就是可传送信号的最高频率与最低频率之差。
COMP-0648,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,7. FTP 是 Internet中的一种文件传输服务，它可以将文件下载到本地计算机中。
COMP-0649,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,8. 计算机网络协议是为计算机网络中进行数据交换而建立的规则、标准或约定的集合。
COMP-0650,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"9. Outlo ok Express 是一款性能优越的即时通讯软件, 专用于电子邮件处理。"
COMP-0651,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,10. 计算机网络是计算机技术和通信技术紧密结合的产物。
COMP-0652,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,11. 三网合一中的三网指的是通信网络、计算机网络和有线电视网络。
COMP-0653,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,12. E-mail地址就是我们的物理地址。
COMP-0654,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,13. 网络软件是一种在网络环境下使用和运行或者控制和管理网络工作的计算机软件。
COMP-0655,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,14. 一台接入因特网的计算机可以没有域名，但不能没有IP 地址。
COMP-0656,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,15. 只知道服务器的IP 地址，而没有该服务器的域名，则无法访问该服务器。
COMP-0657,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"16. 在Internet 中, 一个域名只能对应一个 IP 地址, 同样一个 IP 地址也只能对应一个域名。"
COMP-0658,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,17. IPv4地址包括网络地址和主机地址，必须符合IP通信协议，具有唯一性，共含32个二进制位。
COMP-0659,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,18. 主页是网站上信息量最大的网页。
COMP-0660,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,19. 使用浏览器在浏览过程中，无法保存网页中的图片。
COMP-0661,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,20. 在网页中超链接是有各种各样的外观形状，可以是各种颜色的数字但不能是图片和图像。
COMP-0662,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,21. 在网页中设置热点实际在设置超链接。
COMP-0663,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,22. 浏览器的功能之一是向用户提供友好的使用界面，将用户的信息查询请求转换成查询命令，传送给Internet上相应的WWW 服务器进行处理。
COMP-0664,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,23. 所有网站必须经过发布之后，用户方可通过浏览器访问。
COMP-0665,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,24. 计算机病毒对计算机网络系统威胁不大。
COMP-0666,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,25. 黑客攻击是属于人为的攻击行为。
COMP-0667,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,26. 数据欺骗是指非法篡改计算机的输入、处理和输出过程中的数据或者输入假数据，从而实现犯罪目的的一种高科技手段。
COMP-0668,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,27. 一种计算机病毒一般不能传染给所有的计算机系统或程序。
COMP-0669,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,28. 计算机病毒可通过可移动存储设备来进行传播，但不可以通过不可移动的计算机硬件设备进行传播。
COMP-0670,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,29. 防火墙的实现手段是软硬件结合，不能用单一的软件或硬件实现。
COMP-0671,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"30. 理论上讲IPv4可分配的地址数量为2³²个,IPv6可分配的地址数量为2¹²⁸个。"
COMP-0672,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,31. 为了保证信息在网络传输过程中用户身份的不可否认性，常常采用数字签名技术。这里的数字签名是将手写签名以电子的形式附在文档中。
COMP-0673,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,32. 防火墙可以解决来自内部网络的攻击和安全问题。
COMP-0674,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,小明毕业后通过招聘考试进入某高校从事机房维护工作。现在有一个机房已有20台电脑，现在要新增加10台电脑，需要小明协助完成此工作任务。 小明观察发现，此机房现有的20台电脑已接入至交换机，且交换机目前还剩下2个RJ-45 接口，此时小明手上的
COMP-0675,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,AF,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,1. 通常顶级域名由三个字母组成，其中edu表示__________________ 机构。
COMP-0676,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,FTP,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,2. 在 Internet上，文件传输服务采用的通信协议是_________________ 。
COMP-0677,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,(S38) IP 地址,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,3. 给每一个连接在Internet上主机分配的唯一的32位地址称为____________________________ 。
COMP-0678,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,ISP,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,4. Internet服务提供商的英文缩写是__________________________________________ 。
COMP-0679,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,子网掩码,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,5. _____________________________ 是判断任意两台计算机的IP地址是否属于同一子网的根据。
COMP-0680,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,超链接,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,6. 在Web站点中，网页是一种用HTML 描述的文本，整个 Web站点是由以_______________________为纽带建立的相互关联的网页组成。
COMP-0681,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,32,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,7. Internet 中 IPv4地址的长度为_________________________ 位的二进制。
COMP-0682,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,A类,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,8. 网络内主机数量最多的IP 地址为 ______________________________ 类地址。
COMP-0683,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,检测网络的连通性,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"9. 在 Windows系统中, ping命令的作用是_____________________________ 。"
COMP-0684,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,传输控制协议 / 网际协议,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,10. T CP/IP 的中文名称是_________________________ ，它是网络数据传输的基础。
COMP-0685,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,调制,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,11. 在计算机网络中，将数字信号转化为模拟信号的过程叫 _______________________________ 。
COMP-0686,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,7,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,12. 国际标准化组织提出开放系统互连参考模型 (ISO/OSI)将网络的功能划分为____________________ 个层次。
COMP-0687,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,通信子网,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,13. 计算机网络划分为资源子网和 ______________________ 两大类。
COMP-0688,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,路由器或网关设备,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,14. 网络连接设备中，_______________________ 是用来实现不同类型的网络之间互联的。
COMP-0689,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,HTTP,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,15. 超文本传输协议的英文简称是_______________________ 。
COMP-0690,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,<Body>,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,16. 在HTML网页文件中，定义网页主体的标记符是________________________ 。
COMP-0691,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,网页,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,17. 网站是一组___________________ 和有关文件的集合。
COMP-0692,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,Dreamweaver,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,18. ___________________ 、Flash、Fireworks被称为网页三剑客。
COMP-0693,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,服务器,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,19. 发布就是将本地网站的内容传输到连接Internet的______________________________ 上。
COMP-0694,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,主页,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,20. 用来引导用户访问其他网页，并且作为浏览起始点的特殊网页称为______________________ 。
COMP-0695,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,HTTP协议,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,21. 浏览器和服务器之间通过 __________________________ 进行通信。
COMP-0696,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,超链接,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,22. 常用的网页媒体元素有文本、静态图像、音频、动态图像和 ____________________ 。
COMP-0697,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,_self,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,23. 在设计网页时，若要使链接目标在本窗口中打开，则应选择 _____________________________ 。
COMP-0698,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,mailto :,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,24. 若要超链接到某个电子邮箱，则电子邮件地址之前应加 _________________________________ 。
COMP-0699,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,虚拟目录,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,25. 在网页发布过程中，每个 Web站点有一个主目录，要从主目录以外的目录发布信息，应创建_______________________
COMP-0700,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,应用层,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,26. 按照防火墙保护网络使用方法的不同，可将其分为网络层防火墙、_______________________ 防火墙和链路层防火墙。
COMP-0701,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,<a></a>,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,27. 在HTML 中，创建超链接使用的标记是_______________________ 。
COMP-0702,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,加密,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,28. 在密码技术中，由明文到密文的变化过程称为 _______________________________ 。
COMP-0703,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,1. 简述常用的网络传输介质和特点。
COMP-0704,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,2. 生活在信息时代，各种隐私信息泄露是人们面临的大问题。平时生活上网过程中，你是如何避免信息泄露的?
COMP-0705,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,3. 现在家庭上网常用共享接入方式入网。请问什么是共享接入?共享接入的好处有哪些?
COMP-0706,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,4. 请写出172.16.22.38/27地址的子网掩码、广播地址，以及该子网可容纳的主机数各是多少。
COMP-0707,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,5. 如图5-2为某网络的结构图，为使主机1连入因特网，请填写主机1的正确配置。 IP 地址: ___________________________________ 子网掩码：_______________________________
COMP-0708,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,6. 某公司网络连接图如图5-3所示，若电脑 A 的IP网络配置如下： IP 地址: 172.16.0.2 子网掩码: 255.255.248.0 默认网关: 172.16.0.1 请看图回答下列问题。 (1)图中标号①处的网络设备是___
COMP-0709,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,7. 下面是用HTML标识语言编写的一段代码，其浏览效果如图5-4所示，其中“这是我的第一个网页，太棒了！”为加粗红色字体格式，则网页①处的标记应为_________________________ ，网页②处的标记应为 _________
COMP-0710,计算机,第五章 网络与信息安全,计算机（1-5章）.docx,见解析,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"7. 小明通过IIS建立了一个 Web服务器, 其IP地址为192.168.1.59, 现制作了一个网页文件 hls. html, 存放到该服务器的 D 盘 personal 目录下。请回答下列问题。 (1)小明通过控制面板安装完IIS之后"
COMP-CH3-002,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,A,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,2. 计算机能按照人们的意图自动、高速地进行操作，是因为采用了（ ）。
COMP-CH3-003,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,D,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,3. 完整的计算机系统包括（ ）。
COMP-CH3-004,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,裸机,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,4. 没有软件的计算机称为________。
COMP-CH3-005,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,B,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,5. 在计算机系统中，硬件和软件的关系最恰当的描述是（ ）。
COMP-CH3-006,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,运算器，控制器，存储器，输入设备，输出设备,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,6. 计算机由5个部分组成，分别是________、________、________、________ 和________。
COMP-CH3-007,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,控制器,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,7. 冯·诺依曼计算机的硬件系统由五大部分组成，其中整个计算机的指挥中心是 ________。
COMP-CH3-008,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,D,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,8. 下列不属于冯·诺依曼体系结构的是（ ）。
COMP-CH3-009,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,B,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,9. 计算机的主机指的是（ ）。
COMP-CH3-010,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,错,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,10. 在微型计算机系统中，外部设备指的是安装在主机箱外面的设备。（ ）
COMP-CH3-011,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,D,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,11. 下列关于计算机指令的说法中，错误的是（ ）。
COMP-CH3-012,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,执行指令,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,12. 计算机的工作过程实际上是快速地________的过程。
COMP-CH3-013,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,操作码，地址码,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,13. 通常一条指令由________和________组成。
COMP-CH3-014,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,C,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,14. 指令的有序集合称为（ ），计算机能够识别的所有指令的集合称为（ ）。
COMP-CH3-015,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,B,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,15. 以下（ ）不属于指令系统的指令。
COMP-CH3-017,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,并行,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,17. 指令流水线技术使得指令可以________执行。
COMP-CH3-018,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,执行,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,18. 指令的执行过程分为3个步骤：取指令、分析指令和________指令。
COMP-CH3-019,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,对,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,19. 下图对计算机中指令的执行过程的描述是正确的。（ ）
COMP-CH3-020,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,A,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,20. 计算机中，中央处理器CPU由哪两部分组成（ ）。
COMP-CH3-021,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,错,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,21. 微型计算机中，运算器的主要功能是分析指令并译码。（ ）
COMP-CH3-022,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,C,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,22. 关于CPU的运算器，以下说法错误的是（ ）。
COMP-CH3-023,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,C,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,23. 下列关于CPU控制器的描述中，不正确的是（ ）。
COMP-CH3-024,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,D,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,24. 微型计算机中，能实现算术运算、逻辑运算及全机控制的部件是（ ）。
COMP-CH3-025,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,B,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,25. 一般来说，CPU的（ ）越高，运算速度也就越快。
COMP-CH3-026,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,C,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,26. CPU的主频是指CPU的（ ）。
COMP-CH3-027,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,错,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,27. 可通过设置高速缓冲存储器（Cache）来增加计算机内存的容量。（ ）
COMP-CH3-028,计算机,第二章 计算机系统组成,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,D,有官方/原图解析,official_detailed,(1)--2026-重庆-第3章-同步练习（答案+解析）-校对版.pdf,1,,,28. Cache可以提高计算机的性能，这是因为（ ）。
