id,chapter,type,stem
COMP-0583,第五章 网络与信息安全,单项选择题,41. 在开放系统互连参考模型中，承担路由选择功能的层是 ( )。
COMP-0584,第五章 网络与信息安全,单项选择题,42. 在 Internet中， 匿名 FTP 是指 ( ) 。
COMP-0585,第五章 网络与信息安全,单项选择题,43. TCP/IP 协议的含义是 ( ) 。
COMP-0586,第五章 网络与信息安全,单项选择题,44. IPv6 地址是用 ( ) 二进制位数表示的。
COMP-0587,第五章 网络与信息安全,单项选择题,45. 在Internet服务中， 用于远程登录的是 ( ) 。
COMP-0589,第五章 网络与信息安全,单项选择题,47. Internet在IP 地址的基础上提供了一种面向用户的字符型主机地址命名机制，这就是 ( )。
COMP-0590,第五章 网络与信息安全,单项选择题,48. 关于电子邮件的叙述不正确的是 ( )。
COMP-0592,第五章 网络与信息安全,单项选择题,50. 当前广泛使用的IP 地址是由 ( )位二进制位组成的。
COMP-0593,第五章 网络与信息安全,单项选择题,51. 下面叙述错误的是 ( ) 。
COMP-0594,第五章 网络与信息安全,单项选择题,52. 以下 ( )工作不能在网上进行。
COMP-0595,第五章 网络与信息安全,单项选择题,53. 以下有关IE浏览器的说法，不正确的是 ( )。
COMP-0596,第五章 网络与信息安全,单项选择题,54. 以下 ( ) 是正确的IPv4 地址。
COMP-0597,第五章 网络与信息安全,单项选择题,55. 某学校校园网主机地址为: 210.192.168.0， 请问这个IP 地址是 ( ) IP 地址。
COMP-0598,第五章 网络与信息安全,单项选择题,57. 不属于局域网的特点的是 ( )。
COMP-0599,第五章 网络与信息安全,单项选择题,58. 当我们采用255.255.255.0作为子网掩码， 说明此网络中终端的台数至多 ( ) 。
COMP-0600,第五章 网络与信息安全,单项选择题,59. 下列表示 C 类IP 地址范围的是 ( ) 。
COMP-0601,第五章 网络与信息安全,单项选择题,60. 某主机IP地址为172.16.163.40， 子网掩码为255.255.0.0， 则与该主机处于同一网段的IP为 ( ) 。
COMP-0603,第五章 网络与信息安全,单项选择题,62. 若某主机的IP地址为192.168.1.2， 子网掩码为255.255.255.0， 则该主机所属网络的可分配IP 地址数 (包括该主机地址)是 ( )。
COMP-0604,第五章 网络与信息安全,单项选择题,63. IPv4地址可分为 A、 B、 C、 D、E五类， 一个 C类网络可分配的主机IP 地址的数量是 ( ) 。
COMP-0605,第五章 网络与信息安全,单项选择题,64. 如图5-1所示，若使主机 A和主机 B能够互相访问，则主机 B正确的网络参数配置是( )。
COMP-0607,第五章 网络与信息安全,单项选择题,66. 关于网页说法不正确的是 ( )。
COMP-0608,第五章 网络与信息安全,单项选择题,67. 在制作网页时，为了达到跳转到固定位置的目的，可以使用 ( )。
COMP-0609,第五章 网络与信息安全,单项选择题,68. 下列不属于网页的内容元素的是 ( )。
COMP-0610,第五章 网络与信息安全,单项选择题,69. 建立主题网站的顺序是 ( )。
COMP-0611,第五章 网络与信息安全,单项选择题,70. 以下有关 HTML 的说法错误的是 ( ) 。
COMP-0612,第五章 网络与信息安全,单项选择题,71. 在HTML 文件中， 段落标记是 ( ) 。
COMP-0613,第五章 网络与信息安全,单项选择题,72. 下列不能使用Dreamweaver 编辑的文件类型是
COMP-0615,第五章 网络与信息安全,单项选择题,74. 防火墙是指 ( )。
COMP-0616,第五章 网络与信息安全,单项选择题,75. 计算机病毒通常是 ( )。
COMP-0617,第五章 网络与信息安全,单项选择题,76. 在下列选项中，不属于计算机病毒特征的是 ( )。
COMP-0618,第五章 网络与信息安全,单项选择题,77. 以下属于信息安全所面临的人为威胁的是 ( )。
COMP-0619,第五章 网络与信息安全,单项选择题,78. 有关防火墙技术，以下说法错误的是 ( )。
COMP-0620,第五章 网络与信息安全,单项选择题,79. 目前常用的杀毒软件的作用是 ( )。
COMP-0621,第五章 网络与信息安全,单项选择题,80. 为了保证数据在遭到破坏后能及时恢复，必须定期进行 ( )。
COMP-0622,第五章 网络与信息安全,单项选择题,81. 以下有关病毒的说法错误的是 ( )。
COMP-0623,第五章 网络与信息安全,单项选择题,82. 计算机病毒之所以具有强大的传播能力，实质就是因为它具有较强的 ( )能力。
COMP-0624,第五章 网络与信息安全,单项选择题,83. 关于计算机病毒，以下说法不正确的是 ( )。
COMP-0625,第五章 网络与信息安全,单项选择题,84. ( )与预防计算机病毒无关。
COMP-0626,第五章 网络与信息安全,单项选择题,85. 关于计算机病毒的特点，下面说法不正确的是 ( )。
COMP-0627,第五章 网络与信息安全,单项选择题,86. 关于杀毒软件，以下说法正确的是 ( )。
COMP-0628,第五章 网络与信息安全,单项选择题,87. 关于杀毒软件，以下说法不正确的是 ( )。
COMP-0629,第五章 网络与信息安全,单项选择题,88. 关于防火墙，下列说法中不正确的是 ( )。
COMP-0630,第五章 网络与信息安全,单项选择题,89. Internet( 因特网)起源于 ( ) 。
COMP-0631,第五章 网络与信息安全,单项选择题,90. 2020年7月23日，我国在文昌航天发射场用长征五号遥四运载火箭成功发射“天问一号”火星探测器，迈出独立开展行星际探测的第一步。“天问一号”与地球之间通信使用的传输介质为 ( )。
COMP-0633,第五章 网络与信息安全,单项选择题,92. TCP/IP 体系结构中，下列网络层次与协议对应关系正确的是 ( )。
COMP-0634,第五章 网络与信息安全,单项选择题,93. 在内部网络与外部网络之间设置屏障，以防止内部网络受到外部恶意软件或黑客攻击的技术是 ( )。
COMP-0635,第五章 网络与信息安全,单项选择题,94. 当从Internet获取邮件时， 自己的电子信箱是设在 ( ) 。
COMP-0636,第五章 网络与信息安全,单项选择题,95. 用户在本地计算机上控制另一个地方计算机的一种技术是 ( )。
COMP-0637,第五章 网络与信息安全,单项选择题,96. 在IE 中，若要把整个网页的文字和图片一起保存在一个文件中，则文件的类型应为( ) 。
COMP-0638,第五章 网络与信息安全,单项选择题,97. 在下列软件中，不能制作网页的软件是 ( )。
COMP-0639,第五章 网络与信息安全,单项选择题,98. 使用 ( )可以链接到同一网页或不同网页中指定位置。
COMP-0640,第五章 网络与信息安全,单项选择题,99. 页面布局是对网页中的各个元素在网页上进行合理安排，使其具有和谐的比例和艺术的效果。在 Dreamweaver中， 常常借助 ( ) 来布局页面。
COMP-0641,第五章 网络与信息安全,单项选择题,100. 下列不属于信息安全技术的是 ( )。
COMP-0642,第五章 网络与信息安全,判断题,1. 网络操作系统是网络的心脏和灵魂，是向网络计算机提供服务的特殊的操作系统。
COMP-0643,第五章 网络与信息安全,判断题,2. 网络协议分层设计有利于网络的实现和维护以及网络技术的发展。
COMP-0644,第五章 网络与信息安全,判断题,3. Internet是由网络路由器和通信线路连接的，基于通信协议 OSI 参考模型构成的当今信息社会的基础结构。
COMP-0645,第五章 网络与信息安全,判断题,4. OSI参考模型从下到上依次是物理层、数据链路层、网络层、传输层、会话层、表示层、应用层。
COMP-0646,第五章 网络与信息安全,判断题,5. 发送电子邮件前不能确知电子邮件是否能够送达。
COMP-0647,第五章 网络与信息安全,判断题,6. 带宽指信道所能传送的信号的频率宽度，就是可传送信号的最高频率与最低频率之差。
COMP-0648,第五章 网络与信息安全,判断题,7. FTP 是 Internet中的一种文件传输服务，它可以将文件下载到本地计算机中。
COMP-0649,第五章 网络与信息安全,判断题,8. 计算机网络协议是为计算机网络中进行数据交换而建立的规则、标准或约定的集合。
COMP-0650,第五章 网络与信息安全,判断题,9. Outlo ok Express 是一款性能优越的即时通讯软件， 专用于电子邮件处理。
COMP-0653,第五章 网络与信息安全,判断题,12. E-mail地址就是我们的物理地址。
COMP-0654,第五章 网络与信息安全,判断题,13. 网络软件是一种在网络环境下使用和运行或者控制和管理网络工作的计算机软件。
COMP-0655,第五章 网络与信息安全,判断题,14. 一台接入因特网的计算机可以没有域名，但不能没有IP 地址。
COMP-0656,第五章 网络与信息安全,判断题,15. 只知道服务器的IP 地址，而没有该服务器的域名，则无法访问该服务器。
COMP-0657,第五章 网络与信息安全,判断题,16. 在Internet 中， 一个域名只能对应一个 IP 地址， 同样一个 IP 地址也只能对应一个域名。
COMP-0658,第五章 网络与信息安全,判断题,17. IPv4地址包括网络地址和主机地址，必须符合IP通信协议，具有唯一性，共含32个二进制位。
COMP-0659,第五章 网络与信息安全,判断题,18. 主页是网站上信息量最大的网页。
COMP-0660,第五章 网络与信息安全,判断题,19. 使用浏览器在浏览过程中，无法保存网页中的图片。
COMP-0661,第五章 网络与信息安全,判断题,20. 在网页中超链接是有各种各样的外观形状，可以是各种颜色的数字但不能是图片和图像。
COMP-0662,第五章 网络与信息安全,判断题,21. 在网页中设置热点实际在设置超链接。
COMP-0663,第五章 网络与信息安全,判断题,22. 浏览器的功能之一是向用户提供友好的使用界面，将用户的信息查询请求转换成查询命令，传送给Internet上相应的WWW 服务器进行处理。
COMP-0664,第五章 网络与信息安全,判断题,23. 所有网站必须经过发布之后，用户方可通过浏览器访问。
COMP-0665,第五章 网络与信息安全,判断题,24. 计算机病毒对计算机网络系统威胁不大。
COMP-0666,第五章 网络与信息安全,判断题,25. 黑客攻击是属于人为的攻击行为。
COMP-0670,第五章 网络与信息安全,判断题,29. 防火墙的实现手段是软硬件结合，不能用单一的软件或硬件实现。
COMP-0672,第五章 网络与信息安全,判断题,31. 为了保证信息在网络传输过程中用户身份的不可否认性，常常采用数字签名技术。这里的数字签名是将手写签名以电子的形式附在文档中。
COMP-0673,第五章 网络与信息安全,判断题,32. 防火墙可以解决来自内部网络的攻击和安全问题。
COMP-0674,第五章 网络与信息安全,案例题,小明毕业后通过招聘考试进入某高校从事机房维护工作。现在有一个机房已有20台电脑，现在要新增加10台电脑，需要小明协助完成此工作任务。 小明观察发现，此机房现有的20台电脑已接入至交换机，且交换机目前还剩下2个RJ-45 接口，此时小明手上的交换机均为8端口的，则小明需要准备 1 个交换机，并完成线路连接。连接好线路之后
COMP-0675,第五章 网络与信息安全,填空题,1. 通常顶级域名由三个字母组成，其中edu表示__________________ 机构。
COMP-0676,第五章 网络与信息安全,填空题,2. 在 Internet上，文件传输服务采用的通信协议是_________________ 。
COMP-0677,第五章 网络与信息安全,填空题,3. 给每一个连接在Internet上主机分配的唯一的32位地址称为____________________________ 。
COMP-0683,第五章 网络与信息安全,填空题,9. 在 Windows系统中， ping命令的作用是_____________________________ 。
COMP-0684,第五章 网络与信息安全,填空题,10. T CP/IP 的中文名称是_________________________ ，它是网络数据传输的基础。
COMP-0688,第五章 网络与信息安全,填空题,14. 网络连接设备中，_______________________ 是用来实现不同类型的网络之间互联的。
COMP-0690,第五章 网络与信息安全,填空题,16. 在HTML网页文件中，定义网页主体的标记符是________________________ 。
COMP-0692,第五章 网络与信息安全,填空题,18. ___________________ 、Flash、Fireworks被称为网页三剑客。
COMP-0694,第五章 网络与信息安全,填空题,20. 用来引导用户访问其他网页，并且作为浏览起始点的特殊网页称为______________________ 。
COMP-0696,第五章 网络与信息安全,填空题,22. 常用的网页媒体元素有文本、静态图像、音频、动态图像和 ____________________ 。
COMP-0698,第五章 网络与信息安全,填空题,24. 若要超链接到某个电子邮箱，则电子邮件地址之前应加 _________________________________ 。
COMP-0699,第五章 网络与信息安全,填空题,25. 在网页发布过程中，每个 Web站点有一个主目录，要从主目录以外的目录发布信息，应创建_______________________
COMP-0700,第五章 网络与信息安全,填空题,26. 按照防火墙保护网络使用方法的不同，可将其分为网络层防火墙、_______________________ 防火墙和链路层防火墙。
COMP-0701,第五章 网络与信息安全,填空题,27. 在HTML 中，创建超链接使用的标记是_______________________ 。
COMP-0703,第五章 网络与信息安全,简答题,1. 简述常用的网络传输介质和特点。
COMP-0704,第五章 网络与信息安全,简答题,2. 生活在信息时代，各种隐私信息泄露是人们面临的大问题。平时生活上网过程中，你是如何避免信息泄露的?
